#ell D_ell[µK²] error
5.700000000000000000e+01 1.492953884783153727e-05 1.598805168458872214e-06
5.800000000000000000e+01 1.520122529629370328e-05 1.623478200814755815e-06
5.900000000000000000e+01 1.606306046652617003e-05 1.663480404243765812e-06
6.000000000000000000e+01 1.628577898200079895e-05 1.697062524805043858e-06
6.100000000000000000e+01 1.499550061297224553e-05 1.621887321761935514e-06
6.200000000000000000e+01 1.437462610418512267e-05 1.568621386647559201e-06
6.300000000000000000e+01 1.411660216779481802e-05 1.496964145281768561e-06
6.400000000000000000e+01 1.363600645371135096e-05 1.505368088185218033e-06
6.500000000000000000e+01 1.343384178840250793e-05 1.455324970656608943e-06
6.600000000000000000e+01 1.416483941104885032e-05 1.477996294506239805e-06
6.700000000000000000e+01 1.302607552981087751e-05 1.412346882163423396e-06
6.800000000000000000e+01 1.407051719449101284e-05 1.438841129051332213e-06
6.900000000000000000e+01 1.318507457178293072e-05 1.422559149824175642e-06
7.000000000000000000e+01 1.287285195783431573e-05 1.414818641622200710e-06
7.100000000000000000e+01 1.281110257394523790e-05 1.401277390215272544e-06
7.200000000000000000e+01 1.223070196858790863e-05 1.329283960139676548e-06
7.300000000000000000e+01 1.200487442584019306e-05 1.304681013739159307e-06
7.400000000000000000e+01 1.166974783754104488e-05 1.233456436197472256e-06
7.500000000000000000e+01 1.225141684229925762e-05 1.332211801814743692e-06
7.600000000000000000e+01 1.352386255031539030e-05 1.461469512815956420e-06
7.700000000000000000e+01 1.379650530812937936e-05 1.505960433263919587e-06
7.800000000000000000e+01 1.538202170095141939e-05 1.588848998615616778e-06
7.900000000000000000e+01 1.350998898970511343e-05 1.510978541634042697e-06
8.000000000000000000e+01 1.448007075429712398e-05 1.542575495149591104e-06
8.100000000000000000e+01 1.324389538859502302e-05 1.416026417977654832e-06
8.200000000000000000e+01 1.386708676673601428e-05 1.461057437609870024e-06
8.300000000000000000e+01 1.450810400362807776e-05 1.510943480475310394e-06
8.400000000000000000e+01 1.577669701070314834e-05 1.662983982559208741e-06
8.500000000000000000e+01 1.580189559830883221e-05 1.699895364047426155e-06
8.600000000000000000e+01 1.662021277241053387e-05 1.762866958099956120e-06
8.700000000000000000e+01 1.533734312552998867e-05 1.629183044986925215e-06
8.800000000000000000e+01 1.650277905837415292e-05 1.810546419697241738e-06
8.900000000000000000e+01 1.963593460072562481e-05 2.061987963317847392e-06
9.000000000000000000e+01 1.899849716167394733e-05 1.985216602921957187e-06
9.100000000000000000e+01 2.088813626049504819e-05 2.171479008089641882e-06
9.200000000000000000e+01 2.065970247916443106e-05 2.152335544910286718e-06
9.300000000000000000e+01 2.033149685403509330e-05 2.182506094454769176e-06
9.400000000000000000e+01 1.982483151220006947e-05 2.024432569627201565e-06
9.500000000000000000e+01 2.143210008047255930e-05 2.244300760366405757e-06
9.600000000000000000e+01 2.268930355959460491e-05 2.349259250642936851e-06
9.700000000000000000e+01 2.236634013907164847e-05 2.352036479469008889e-06
9.800000000000000000e+01 2.152558991789417790e-05 2.288943898317932559e-06
9.900000000000000000e+01 2.206255341818257425e-05 2.287474895660506767e-06
1.000000000000000000e+02 2.413273283181366702e-05 2.445952130607133476e-06
1.010000000000000000e+02 2.381137319094006082e-05 2.484753832269746260e-06
1.020000000000000000e+02 2.351174784369334955e-05 2.454726843218565888e-06
1.030000000000000000e+02 2.465588560739968404e-05 2.448022708233862305e-06
1.040000000000000000e+02 2.328262603172628729e-05 2.466776267692449251e-06
1.050000000000000000e+02 2.469160762378488303e-05 2.559888440330944495e-06
1.060000000000000000e+02 2.854322159241063069e-05 2.921363389616481339e-06
1.070000000000000000e+02 2.772531771945291944e-05 2.894154581450896026e-06
1.080000000000000000e+02 2.744449615815835474e-05 2.909443748212355318e-06
1.090000000000000000e+02 2.730235381768393271e-05 2.830060963663002093e-06
1.100000000000000000e+02 3.057244138902047177e-05 3.127284516823338741e-06
1.110000000000000000e+02 2.969597351347579863e-05 2.992359971420588800e-06
1.120000000000000000e+02 3.005939992002067804e-05 3.144963964194732132e-06
1.130000000000000000e+02 3.450879504349925198e-05 3.552842140561468570e-06
1.140000000000000000e+02 3.874508461737400977e-05 4.020697833815047685e-06
1.150000000000000000e+02 3.897540340201139243e-05 3.944890201311758573e-06
1.160000000000000000e+02 4.010241599019627928e-05 4.087968296696167754e-06
1.170000000000000000e+02 3.914538857968185795e-05 3.991516878256006657e-06
1.180000000000000000e+02 4.181912015593741255e-05 4.349875635833110564e-06
1.190000000000000000e+02 3.956272627700474867e-05 4.121936731351017888e-06
1.200000000000000000e+02 4.299589302614725687e-05 4.302099822344299682e-06
1.210000000000000000e+02 4.512374420511727150e-05 4.568595348096273169e-06
1.220000000000000000e+02 4.368870984569058835e-05 4.446092648588093381e-06
1.230000000000000000e+02 4.382836775493522270e-05 4.456739906759684957e-06
1.240000000000000000e+02 4.356247692692727283e-05 4.481542203956317229e-06
1.250000000000000000e+02 5.199545626007639793e-05 5.125719385149616745e-06
1.260000000000000000e+02 4.986078400134786486e-05 5.245372055213853540e-06
1.270000000000000000e+02 5.370027722079441333e-05 5.445696026880515309e-06
1.280000000000000000e+02 4.846317845950680894e-05 4.879846314334207366e-06
1.290000000000000000e+02 5.447106679020301446e-05 5.458076197706694243e-06
1.300000000000000000e+02 5.420062067986033483e-05 5.471361919831670594e-06
1.310000000000000000e+02 5.965096036680771864e-05 5.863008406961937860e-06
1.320000000000000000e+02 6.335841741318456858e-05 6.262083626583112985e-06
1.330000000000000000e+02 6.783204810575219393e-05 6.661523399568338301e-06
1.340000000000000000e+02 6.584417032731983642e-05 6.732434150841168634e-06
1.350000000000000000e+02 7.169088447687730421e-05 7.268743601133214192e-06
1.360000000000000000e+02 7.369668437285941569e-05 7.320215681726556323e-06
1.370000000000000000e+02 6.695187686289005402e-05 6.665544946083123741e-06
1.380000000000000000e+02 6.805253686819911260e-05 6.777140941024085436e-06
1.390000000000000000e+02 7.261684498152455342e-05 7.488746418634122332e-06
1.400000000000000000e+02 8.052913571151994437e-05 8.088591477183218568e-06
1.410000000000000000e+02 8.140005684597379670e-05 8.224097515268127587e-06
1.420000000000000000e+02 7.984909798377907725e-05 7.907500124138914377e-06
1.430000000000000000e+02 8.719180972330617266e-05 8.991130509589025663e-06
1.440000000000000000e+02 9.403576674611632260e-05 9.302840374467595460e-06
1.450000000000000000e+02 9.408380757023468367e-05 9.370828186932714241e-06
1.460000000000000000e+02 9.102691977681983109e-05 9.239416111828862926e-06
1.470000000000000000e+02 9.879084918715472512e-05 9.813639398114132106e-06
1.480000000000000000e+02 9.220922829512889253e-05 9.218137732538526569e-06
1.490000000000000000e+02 9.996342009162181288e-05 1.020974691677924171e-05
1.500000000000000000e+02 8.915541942557566040e-05 9.359280623516560526e-06
1.510000000000000000e+02 1.005556436414487887e-04 1.004780360486053096e-05
1.520000000000000000e+02 1.072748857153953171e-04 1.065806060346963402e-05
1.530000000000000000e+02 1.080537417463425738e-04 1.073312653283921302e-05
1.540000000000000000e+02 1.111438440062654739e-04 1.115772545115223132e-05
1.550000000000000000e+02 1.214370050398722159e-04 1.246633893752847706e-05
1.560000000000000000e+02 1.217197043996788493e-04 1.237670621400276673e-05
1.570000000000000000e+02 1.322660052236076492e-04 1.301580701739604498e-05
1.580000000000000000e+02 1.129435881496376818e-04 1.103002098509741605e-05
1.590000000000000000e+02 1.235684004748506082e-04 1.244180550484094415e-05
1.600000000000000000e+02 1.313899560201788595e-04 1.339321798444153790e-05
1.610000000000000000e+02 1.388530530727430932e-04 1.352466699178473503e-05
1.620000000000000000e+02 1.358003227881126934e-04 1.366478062834628279e-05
1.630000000000000000e+02 1.383208707667078340e-04 1.386072873072191427e-05
1.640000000000000000e+02 1.416236700003156810e-04 1.422371819474466013e-05
1.650000000000000000e+02 1.445647444330031906e-04 1.471568774460592501e-05
1.660000000000000000e+02 1.496219524772508347e-04 1.531886876411651846e-05
1.670000000000000000e+02 1.488820765315281870e-04 1.512251238857755629e-05
1.680000000000000000e+02 1.484792441732902830e-04 1.470946472751208901e-05
1.690000000000000000e+02 1.524373806678008608e-04 1.558999314230499341e-05
1.700000000000000000e+02 1.469113942153131200e-04 1.480646243575470109e-05
1.710000000000000000e+02 1.519676901807887450e-04 1.491009341931120640e-05
1.720000000000000000e+02 1.788979272683676857e-04 1.788334876521619512e-05
1.730000000000000000e+02 1.589229730910874793e-04 1.617379652690983488e-05
1.740000000000000000e+02 1.728870546269332801e-04 1.684664979474850670e-05
1.750000000000000000e+02 1.817710747365104424e-04 1.830621647913716800e-05
1.760000000000000000e+02 1.709974712939124955e-04 1.683956219831080940e-05
1.770000000000000000e+02 1.729574445773105168e-04 1.738519005936267796e-05
1.780000000000000000e+02 1.778738279866750140e-04 1.855696046027446714e-05
1.790000000000000000e+02 1.759799789839213173e-04 1.833239770834308536e-05
1.800000000000000000e+02 1.819708305047015439e-04 1.807783101713665534e-05
1.810000000000000000e+02 1.901484067329900171e-04 1.913248445742049854e-05
1.820000000000000000e+02 2.096261904425697291e-04 2.092700241653146405e-05
1.830000000000000000e+02 1.845142161110211029e-04 1.812632101854815843e-05
1.840000000000000000e+02 2.097759170598347716e-04 2.080134897089124953e-05
1.850000000000000000e+02 1.911347056400170431e-04 1.917434576477570425e-05
1.860000000000000000e+02 2.232838229429707231e-04 2.284450098031519890e-05
1.870000000000000000e+02 2.168862791363532292e-04 2.154698773154887839e-05
1.880000000000000000e+02 2.278698051651917994e-04 2.276801559504661252e-05
1.890000000000000000e+02 2.156641692197837075e-04 2.110547620416690134e-05
1.900000000000000000e+02 1.858209384485684274e-04 1.867163958440307641e-05
1.910000000000000000e+02 2.447318445166941372e-04 2.485516347407068058e-05
1.920000000000000000e+02 2.240973944268299890e-04 2.215889566430116942e-05
1.930000000000000000e+02 2.293224791747598050e-04 2.388987642521420626e-05
1.940000000000000000e+02 2.217916234383543721e-04 2.165669060467428810e-05
1.950000000000000000e+02 2.261033830724203423e-04 2.204862569014132991e-05
1.960000000000000000e+02 2.253853827901022800e-04 2.275713027515383982e-05
1.970000000000000000e+02 2.320300621164538663e-04 2.369664530142836251e-05
1.980000000000000000e+02 2.254011747458700558e-04 2.283798941857107900e-05
1.990000000000000000e+02 2.305195430705296198e-04 2.372075097627484525e-05
2.000000000000000000e+02 2.377018111383830438e-04 2.354528726007921416e-05
2.010000000000000000e+02 2.385802556616738613e-04 2.412246394576177637e-05
2.020000000000000000e+02 2.280984231374063090e-04 2.299893951128615061e-05
2.030000000000000000e+02 2.362866526033003864e-04 2.376998222313077749e-05
2.040000000000000000e+02 2.375296936204892738e-04 2.485633248085867501e-05
2.050000000000000000e+02 2.647935000733223619e-04 2.646820108565621477e-05
2.060000000000000000e+02 2.522570001511587967e-04 2.489112604613800733e-05
2.070000000000000000e+02 2.408559601030641059e-04 2.372428131931839768e-05
2.080000000000000000e+02 2.456602495643105447e-04 2.482477318700898378e-05
2.090000000000000000e+02 2.340598989608451115e-04 2.371361782473172436e-05
2.100000000000000000e+02 2.435629822561174366e-04 2.423445164933050300e-05
2.110000000000000000e+02 2.515282441123268642e-04 2.430132153578287236e-05
2.120000000000000000e+02 2.510766454069593011e-04 2.541190496371788590e-05
2.130000000000000000e+02 2.455609039644263982e-04 2.498948543139764848e-05
2.140000000000000000e+02 2.545575703878489682e-04 2.542961873814964067e-05
2.150000000000000000e+02 2.304202037516839881e-04 2.366410901183734026e-05
2.160000000000000000e+02 2.454821634180161445e-04 2.496829671515000395e-05
2.170000000000000000e+02 2.326628659249618239e-04 2.364950033941977425e-05
2.180000000000000000e+02 2.479865622030154857e-04 2.506009072753990550e-05
2.190000000000000000e+02 2.546384169221500263e-04 2.572617576914585478e-05
2.200000000000000000e+02 2.589881629716052672e-04 2.666407493893388744e-05
2.210000000000000000e+02 2.632099245839733277e-04 2.601377970820247258e-05
2.220000000000000000e+02 2.393926784318365893e-04 2.427903073101954164e-05
2.230000000000000000e+02 2.590589140278064034e-04 2.548167629911719464e-05
2.240000000000000000e+02 2.455875381375283184e-04 2.507346311824199306e-05
2.250000000000000000e+02 2.567683104476534703e-04 2.454726835736975010e-05
2.260000000000000000e+02 2.537709374706721677e-04 2.565582536228073928e-05
2.270000000000000000e+02 2.555586647334328167e-04 2.546516700794044036e-05
2.280000000000000000e+02 2.380788650863413676e-04 2.358811867219155176e-05
2.290000000000000000e+02 2.597372896421763560e-04 2.637827765212601920e-05
2.300000000000000000e+02 2.653741172176691892e-04 2.562590840887739966e-05
2.310000000000000000e+02 2.457137532200721398e-04 2.468638404582957572e-05
2.320000000000000000e+02 2.395292214411675572e-04 2.402697436453222411e-05
2.330000000000000000e+02 2.398430124546843114e-04 2.374978150025335120e-05
2.340000000000000000e+02 2.585845034675969480e-04 2.537666831207409664e-05
2.350000000000000000e+02 2.375603485849650607e-04 2.375013405272085649e-05
2.360000000000000000e+02 2.492257932347837390e-04 2.470473348576332005e-05
2.370000000000000000e+02 2.524058853839011569e-04 2.614753024366493661e-05
2.380000000000000000e+02 2.569382040029425350e-04 2.598720793024555882e-05
2.390000000000000000e+02 2.342142427917203807e-04 2.342067752573643815e-05
2.400000000000000000e+02 2.360073411774301310e-04 2.314882001028019059e-05
2.410000000000000000e+02 2.272418747416317375e-04 2.265909606069065640e-05
2.420000000000000000e+02 2.372119348959358161e-04 2.362698855578420533e-05
2.430000000000000000e+02 2.431645656811080804e-04 2.452947184827638166e-05
2.440000000000000000e+02 2.154251700366600366e-04 2.210937012258801902e-05
2.450000000000000000e+02 2.189648516818231154e-04 2.264020848480095642e-05
2.460000000000000000e+02 2.296708897133516733e-04 2.232565499031632865e-05
2.470000000000000000e+02 2.283486654013627425e-04 2.321039957707766635e-05
2.480000000000000000e+02 2.123172815412761394e-04 2.157746544620365033e-05
2.490000000000000000e+02 2.133177727487404075e-04 2.130230024587527821e-05
2.500000000000000000e+02 1.998914483369162586e-04 1.969700124015311973e-05
2.510000000000000000e+02 2.150808291154153830e-04 2.107356874590673071e-05
2.520000000000000000e+02 2.053630638233275014e-04 2.101514058916815334e-05
2.530000000000000000e+02 2.062542963916051415e-04 2.074326466372619472e-05
2.540000000000000000e+02 2.058082393112142697e-04 2.145449883324516231e-05
2.550000000000000000e+02 2.000421827028441121e-04 1.990513763487092452e-05
2.560000000000000000e+02 2.111269710025966985e-04 2.165349287435935845e-05
2.570000000000000000e+02 2.069659829554397891e-04 1.988797784197716387e-05
2.580000000000000000e+02 1.919315643780277402e-04 1.950181708020470617e-05
2.590000000000000000e+02 2.002663745141826834e-04 2.047449156075173930e-05
2.600000000000000000e+02 1.905075172046020603e-04 1.902085615351500021e-05
2.610000000000000000e+02 1.747076885515549309e-04 1.786928967816128798e-05
2.620000000000000000e+02 1.841633980095141185e-04 1.810107839162967950e-05
2.630000000000000000e+02 1.907032069013642802e-04 1.838667902254257288e-05
2.640000000000000000e+02 1.789351535372877492e-04 1.769156346127071476e-05
2.650000000000000000e+02 1.797827140461727153e-04 1.835285818153952684e-05
2.660000000000000000e+02 1.682163179722236145e-04 1.662540701332154559e-05
2.670000000000000000e+02 1.737068699485954813e-04 1.777038982241399738e-05
2.680000000000000000e+02 1.728984465331417312e-04 1.680970172861570030e-05
2.690000000000000000e+02 1.619445077863950378e-04 1.601822057932142488e-05
2.700000000000000000e+02 1.578923759437551562e-04 1.591667364760694338e-05
2.710000000000000000e+02 1.584397059973220647e-04 1.581981951101206246e-05
2.720000000000000000e+02 1.513475596304522490e-04 1.497697255449811222e-05
2.730000000000000000e+02 1.389441130442880179e-04 1.423715887121508223e-05
2.740000000000000000e+02 1.455500721844308373e-04 1.464929605673159989e-05
2.750000000000000000e+02 1.415293726606921471e-04 1.398005541653729697e-05
2.760000000000000000e+02 1.195443352528523543e-04 1.230001945307909861e-05
2.770000000000000000e+02 1.381040358764574626e-04 1.381541510887685705e-05
2.780000000000000000e+02 1.347445934896969043e-04 1.337615058929009370e-05
2.790000000000000000e+02 1.360161227397369737e-04 1.333919685139375409e-05
2.800000000000000000e+02 1.229997442937522741e-04 1.258902610767377323e-05
2.810000000000000000e+02 1.175587995057492314e-04 1.192439059631688339e-05
2.820000000000000000e+02 1.190719068060121146e-04 1.238251268517633340e-05
2.830000000000000000e+02 1.175670779701546190e-04 1.176007957930537401e-05
2.840000000000000000e+02 1.096284539143836613e-04 1.119246191878849124e-05
2.850000000000000000e+02 1.100687785459841822e-04 1.138410181024726965e-05
2.860000000000000000e+02 1.076732430639953605e-04 1.089635870158569913e-05
2.870000000000000000e+02 1.103865809003870611e-04 1.137274233028907159e-05
2.880000000000000000e+02 9.906695137365813361e-05 9.934731762958276069e-06
2.890000000000000000e+02 1.003416825748274774e-04 9.958092563255774960e-06
2.900000000000000000e+02 1.034111913079102852e-04 1.053886669710256787e-05
2.910000000000000000e+02 9.347783614321557842e-05 9.408359675246905803e-06
2.920000000000000000e+02 9.727545572610071594e-05 9.875233798460339443e-06
2.930000000000000000e+02 8.162782201082690204e-05 8.307146256391782094e-06
2.940000000000000000e+02 8.045895923273739753e-05 8.273908771284775276e-06
2.950000000000000000e+02 8.750302893112955178e-05 9.101242082084404474e-06
2.960000000000000000e+02 7.711321600643760896e-05 7.976570784634270025e-06
2.970000000000000000e+02 7.953415922855746440e-05 8.095895527492906512e-06
2.980000000000000000e+02 7.399923986520656218e-05 7.805531020049007138e-06
2.990000000000000000e+02 7.596100810146364597e-05 7.731872819550517428e-06
3.000000000000000000e+02 7.337253954400138362e-05 7.526406884776672078e-06
3.010000000000000000e+02 6.910254557554530220e-05 6.964413842897493028e-06
3.020000000000000000e+02 7.015795912487995392e-05 7.124199013842050734e-06
3.030000000000000000e+02 6.665954793846998747e-05 6.624653688932730661e-06
3.040000000000000000e+02 7.200262137788574304e-05 6.959565941163341247e-06
3.050000000000000000e+02 6.591193453280139083e-05 6.844840164259613579e-06
3.060000000000000000e+02 6.224207084504500449e-05 6.284171427381810812e-06
3.070000000000000000e+02 5.514532663839246236e-05 5.746521194282413033e-06
3.080000000000000000e+02 6.201828509150272069e-05 6.267172621867857677e-06
3.090000000000000000e+02 5.808785115349254384e-05 5.773305309337399424e-06
3.100000000000000000e+02 5.872031108873523690e-05 5.954354942443377211e-06
3.110000000000000000e+02 5.476399830185805367e-05 5.623513755044882215e-06
3.120000000000000000e+02 6.012560142184331438e-05 6.087609784859579072e-06
3.130000000000000000e+02 5.292920262102620698e-05 5.234102234297507460e-06
3.140000000000000000e+02 5.056923351234212917e-05 5.057388419747264835e-06
3.150000000000000000e+02 4.908617412002700802e-05 4.926583469197714051e-06
3.160000000000000000e+02 4.191115662204680607e-05 4.354820592769983817e-06
3.170000000000000000e+02 4.360666413799988708e-05 4.419216195263042227e-06
3.180000000000000000e+02 4.152344723043586028e-05 4.294686112025245985e-06
3.190000000000000000e+02 3.660138901002507015e-05 3.721939923624990010e-06
3.200000000000000000e+02 3.982792882442912958e-05 4.120302646765618502e-06
3.210000000000000000e+02 3.646978607999832765e-05 3.774311785700976399e-06
3.220000000000000000e+02 3.344117871615653209e-05 3.519382182537609780e-06
3.230000000000000000e+02 3.656801662467343918e-05 3.700433707452033694e-06
3.240000000000000000e+02 3.292914543335698999e-05 3.398388996969825451e-06
3.250000000000000000e+02 2.872581686415628317e-05 3.046794614440734472e-06
3.260000000000000000e+02 3.364840559182041753e-05 3.416341065886302245e-06
3.270000000000000000e+02 3.247518277517713093e-05 3.322246739375470611e-06
3.280000000000000000e+02 2.919735140543721128e-05 3.063068050099405549e-06
3.290000000000000000e+02 3.110862848620233836e-05 3.241943903751561271e-06
3.300000000000000000e+02 2.731172209650015460e-05 2.862602508245791719e-06
3.310000000000000000e+02 2.670536710419008715e-05 2.887690793515723061e-06
3.320000000000000000e+02 2.722630759813970827e-05 2.807164580757499701e-06
3.330000000000000000e+02 2.487449124080814229e-05 2.595581203063490495e-06
3.340000000000000000e+02 2.614421652929202694e-05 2.760866464130226243e-06
3.350000000000000000e+02 2.640580564809725869e-05 2.698789749878582255e-06
3.360000000000000000e+02 2.166655029836425225e-05 2.355866072597694324e-06
3.370000000000000000e+02 2.099387165360651905e-05 2.234676407424291548e-06
3.380000000000000000e+02 1.934498024179453731e-05 2.084275207246836046e-06
3.390000000000000000e+02 2.042899583478180158e-05 2.104640120992766650e-06
3.400000000000000000e+02 2.347470688625313124e-05 2.428389838519268569e-06
3.410000000000000000e+02 2.065329975037434986e-05 2.126490112584415055e-06
3.420000000000000000e+02 1.927408782716645365e-05 2.039870845558086460e-06
3.430000000000000000e+02 1.806490265743252916e-05 1.912915088430374504e-06
3.440000000000000000e+02 1.701845463291162805e-05 1.826707570983896905e-06
3.450000000000000000e+02 1.845362168125386424e-05 1.907509955742929800e-06
3.460000000000000000e+02 1.661411668441880088e-05 1.791292545593608593e-06
3.470000000000000000e+02 1.696322312728231629e-05 1.743630397252622879e-06
3.480000000000000000e+02 1.657016961395900897e-05 1.745600701201265367e-06
3.490000000000000000e+02 1.769507928228822606e-05 1.807737688916621353e-06
3.500000000000000000e+02 1.535923872013980290e-05 1.662687228351919344e-06
3.510000000000000000e+02 1.545602735249625037e-05 1.685737180172251343e-06
3.520000000000000000e+02 1.551267134830996533e-05 1.659072843980244107e-06
3.530000000000000000e+02 1.562749710555524097e-05 1.668065561600281528e-06
3.540000000000000000e+02 1.453954247949309506e-05 1.559372090678311003e-06
3.550000000000000000e+02 1.570183092689961073e-05 1.646902393061816420e-06
3.560000000000000000e+02 1.415641819925978601e-05 1.457828418558891401e-06
3.570000000000000000e+02 1.425317143687450170e-05 1.490789191343393140e-06
3.580000000000000000e+02 1.346215656843756583e-05 1.437347005780215102e-06
3.590000000000000000e+02 1.467068417177105606e-05 1.571049498543812365e-06
3.600000000000000000e+02 1.557409614669747985e-05 1.645858338495469860e-06
3.610000000000000000e+02 1.670518887634401867e-05 1.722517242914626067e-06
3.620000000000000000e+02 1.535243568644625574e-05 1.629384877404991551e-06
3.630000000000000000e+02 1.474206438009760935e-05 1.580564271883123163e-06
3.640000000000000000e+02 1.412156941778593387e-05 1.496282198509393949e-06
3.650000000000000000e+02 1.497217233276578766e-05 1.614000440252283292e-06
3.660000000000000000e+02 1.565007532237876724e-05 1.677568417504403178e-06
3.670000000000000000e+02 1.561093731851665109e-05 1.692313432227668798e-06
3.680000000000000000e+02 1.507220670980089333e-05 1.643539404698523104e-06
3.690000000000000000e+02 1.460949924006749778e-05 1.583129460975438763e-06
3.700000000000000000e+02 1.650825540952618228e-05 1.748174397970887619e-06
3.710000000000000000e+02 1.657916265549436757e-05 1.761733421646775097e-06
3.720000000000000000e+02 1.488600352290650582e-05 1.623188493794207371e-06
3.730000000000000000e+02 1.553194834442621971e-05 1.601052912540150034e-06
3.740000000000000000e+02 1.542161389428506690e-05 1.634974590877351177e-06
3.750000000000000000e+02 1.584847799413241197e-05 1.684328766961163297e-06
3.760000000000000000e+02 1.583237159342766609e-05 1.714974094377089683e-06
3.770000000000000000e+02 1.504569326265087295e-05 1.615480798004214883e-06
3.780000000000000000e+02 1.716908449275174485e-05 1.775248643003940310e-06
3.790000000000000000e+02 1.809084844100137255e-05 1.884962724219580209e-06
3.800000000000000000e+02 1.678241740955082508e-05 1.770050477940099244e-06
3.810000000000000000e+02 1.849321146760904593e-05 2.019827167609380167e-06
3.820000000000000000e+02 1.791648868518818091e-05 1.869428505002747783e-06
3.830000000000000000e+02 1.866684175758422267e-05 1.965434988361984327e-06
3.840000000000000000e+02 1.881913059639281108e-05 1.961390511442444659e-06
3.850000000000000000e+02 1.939791859411493869e-05 2.040418250891857409e-06
3.860000000000000000e+02 1.814328712648955507e-05 1.998429605640308129e-06
3.870000000000000000e+02 1.776828505153503585e-05 1.904326269770460135e-06
3.880000000000000000e+02 1.900569741981091636e-05 2.046975781908130041e-06
3.890000000000000000e+02 2.167632540269382832e-05 2.278401587483939575e-06
